School Abbreviation,School Name,School Country,School State,School City 
,Miami University of Ohio,USA,OH,
,Miami Universityƒ??Hamilton,USA,OH,
,Michigan School of Professional Psychology,USA,MI,
,Michigan State University,USA,MI,
,Michigan Technological University,USA,MI,
,Mid-America Baptist Theological Seminary,USA,TN,
,Mid-America Christian University,USA,OK,
,Mid-Atlantic Christian University,USA,NC,
,MidAmerica Nazarene University,USA,KS,
,Mid-Continent University,USA,KY,
,Middle Georgia College,USA,GA,
,Middle Tennessee School of Anesthesia,USA,TN,
,Middle Tennessee State University,USA,TN,
,Middlebury College,USA,VT,
,Midland Lutheran College,USA,NE,
,Midstate College,USA,IL,
,Midway College,USA,KY,
,Midwestern Baptist Theological Seminary,USA,MO,
,Midwestern University,USA,AZ,
,Midwestern State University,USA,TX,
,Miles College,USA,AL,
,Miller College,USA,MI,
,Millersville University of Pennsylvania,USA,PA,
,Milligan College,USA,TN,
,Millikin University,USA,IL,
,Mills College,USA,CA,
,Millsaps College,USA,MS,
,Milwaukee School of Engineering,USA,WI,
,Minnesota State Universityƒ??Mankato,USA,MN,
,Minnesota State Universityƒ??Moorhead,USA,MN,
,Minot State University,USA,ND,
,Minneapolis College of Art & Design,USA,MN,
,Mississippi College,USA,MS,
,Mississippi State University,USA,MS,
,Mississippi University for Women,USA,MS,
,Mississippi Valley State University,USA,MS,
,Missouri Baptist University,USA,MO,
,Missouri Southern State University,USA,MO,
,Missouri State University,USA,MO,
,Missouri University of Science & Technology,USA,MO,
,Missouri Valley College,USA,MO,
,Missouri Western State University,USA,MO,
,Mitchell College,USA,CT,
,Molloy College,USA,NY,
,Monmouth College,USA,IL,
,Monmouth University,USA,NJ,
,Monroe College,USA,NY,
,Montana State University,USA,MT,
,Montana State Universityƒ??Billings,USA,MT,
,Montana State Universityƒ??Northern,USA,MT,
,Montana Tech of The University of Montana,USA,MT,
,Montclair State University,USA,NJ,
,Monterey Institute of International Studies,USA,CA,
,Montreat College,USA,NC,
,Moody Bible Institute,USA,IL,
,Moore College of Art & Design,USA,PA,
,Moravian College,USA,PA,
,Morehead State University,USA,KY,
,Morehouse College,USA,GA,
,Morehouse School of Medicine,USA,GA,
,Morgan State University,USA,MD,
,Morningside College,USA,IA,
,Morris College,USA,SC,
,Mount Aloysius College,USA,PA,
,Mount Angel Seminary,USA,OR,
,Mount Holyoke College,USA,MA,
Mt. Hood Community Col.,Mt. Hood Community Col.,USA,OR,Gresham
,Mount Ida College,USA,MA,
,Mount Marty College,USA,SD,
,Mount Mary College,USA,WI,
,Mount Mercy University,USA,IA,
,Mount Olive College,USA,NC,
,Mount Saint Mary College,USA,NY,
,Mount Saint Mary's College,USA,CA,
,Mount Saint Mary's University,USA,MD,
,Mount Union College,USA,OH,
,Mount Vernon Nazarene University,USA,OH,
,Mountain State University,USA,WV,
,Muhlenberg College,USA,PA,
,Multnomah University,USA,OR,
,Murray State University,USA,KY,
,Muskingum University,USA,OH,
,Oak Hills Christian College,USA,MN,
,Oakland City University,USA,IN,
,Oakland University,USA,MI,
,Oakwood University,USA,AL,
Oberlin Col.,Oberlin College,USA,OH,Oberlin
,Oblate School of Theology,USA,TX,
,Occidental College,USA,CA,
,Oglala Lakota College,USA,SD,
,Oglethorpe University,USA,GA,
,Ohio Christian University,USA,OH,
,Ohio Dominican University,USA,OH,
,Ohio Northern University,USA,OH,
,Ohio State University,USA,OH,
,Ohio State Universityƒ??Lima,USA,OH,
,Ohio State Universityƒ??Mansfield,USA,OH,
,Ohio State Universityƒ??Marion,USA,OH,
,Ohio State Universityƒ??Newark,USA,OH,
,Ohio Wesleyan University,USA,OH,
,Ohio University,USA,OH,
,Ohio Universityƒ??Eastern Campus,,,
,Ohio Universityƒ??Lancaster,,,
,Ohio Universityƒ??Zanesville,USA,OH,
,Ohio Valley College,USA,WV,
,Oklahoma Baptist University,USA,OK,
,Oklahoma Christian University,USA,OK,
,Oklahoma City University,USA,OK,
,Oklahoma Panhandle State University,USA,OK,
,Oklahoma State University,USA,OK,
,Oklahoma State Universityƒ??Center for Health Sciences,USA,OK,
,Oklahoma State University System,USA,OK,
,Oklahoma State Universityƒ??Tulsa,USA,OK,
,Oklahoma Wesleyan University,USA,OK,
,Old Dominion University,USA,VA,
,Olivet College,USA,MI,
,Olivet Nazarene University,USA,IL,
,Oral Roberts University,USA,OK,
,Oregon Health & Science University,USA,OR,
,Oregon Institute of Technology,USA,OR,
,Oregon State University,USA,OR,
,Otis College of Art & Design,USA,CA,
,Ottawa University,USA,KS,
,Otterbein College,USA,OH,
,Ouachita Baptist University,USA,AR,
,Our Lady of Holy Cross College,USA,LA,
,Our Lady of the Lake College,USA,LA,
,Our Lady of the Lake University,USA,TX,
,Ozark Christian College,USA,MO,
,Queens University of Charlotte,USA,NC,
,Quincy University,USA,IL,
,Quinnipiac University,USA,CT,
,Radford University,USA,VA,
,Ramapo College,USA,NJ,
,Randolph-Macon College,USA,VA,
,Randolph College,USA,VA,
,Rasmussen College,USA,MN,
,Reed College,USA,OR,
,Regent University,USA,VA,
,Regis College,USA,MA,
,Regis University,USA,CO,
,Reinhardt University,USA,GA,
,Rensselaer Polytechnic Institute,USA,NY,
,Research College of Nursing,USA,MO,
,Rhode Island College,USA,RI,
,Rhode Island School of Design,USA,RI,
,Rhodes College,USA,TN,
Rice U.,Rice University,USA,TX,Houston
,Richard Stockton College of New Jersey,USA,NJ,
,Richmont Graduate University,USA,GA,
,Rider University,USA,NJ,
,Ringling College of Art & Design,USA,FL,
,Ripon College,USA,WI,
,Rivier College,USA,NH,
,Roanoke College,USA,VA,
,Robert Morris College,USA,IL,
,Robert Morris College,USA,PA,
,Roberts Wesleyan College,USA,NY,
,Rochester College,USA,MI,
,Rochester Institute of Technology,USA,NY,
,The Rockefeller University,USA,NY,
,Rockford College,USA,IL,
,Rockhurst University,USA,MO,
,Rocky Mountain College,USA,MT,
,Rocky Mountain College of Art & Design,USA,CO,
,Roger Williams University,USA,RI,
,Rogers State University,USA,OK,
,Rollins College,USA,FL,
,Roosevelt University,USA,IL,
,Rosalind Franklin University of Medicine & Science,USA,IL,
,Rose-Hulman Institute of Technology,USA,IN,
,Rosemont College,USA,PA,
,Rowan University,USA,NJ,
,Rush University,USA,IL,
,Rust College,USA,MS,
,Rutgers Universityƒ??Camden,USA,NJ,
,Rutgers Universityƒ??New Brunswick,USA,NJ,
,Rutgers Universityƒ??Newark,USA,NJ,
,Tabor College,USA,KS,
,Tai Sophia Institute,USA,MD,
,Talladega College,USA,AL,
,Tarleton State University,USA,TX,
,Taylor University,USA,IN,
,TCM International Institute,USA,IN,
,Teachers College Columbia University,USA,NY
,Temple University,USA,PA,
,Tennessee State University,USA,TN,
,Tennessee Technological University,USA,TN,
,Tennessee Temple University,USA,TN,
,Tennessee Wesleyan College,USA,TN,
,Texas A&M International University,USA,TX,
,Texas A&M University,USA,TX,
,Texas A&M Universityƒ??Commerce,USA,TX,
,Texas A&M Universityƒ??Corpus Christi,USA,TX,
,Texas A&M Universityƒ??Galveston,USA,TX,
,Texas A&M University Health Science Center,USA,TX,
,Texas A&M Universityƒ??Kingsville,USA,TX,
,Texas A&M Universityƒ??Texarkana,USA,TX,
,Texas Chiropractic College,USA,TX,
,Texas Christian University,USA,TX,
,Texas College,USA,TX,
,Texas Lutheran University,USA,TX,
,Texas Southern University,USA,TX,
,Texas State Universityƒ??San Marcos,USA,TX,
,Texas Tech University,USA,TX,
,Texas Tech University Health Sciences Center,USA,TX,
,Texas Wesleyan University,USA,TX,
,Texas Woman's University,USA,TX,
,Thiel College,USA,PA,
,Thomas Aquinas College,USA,CA,
,Thomas University,USA,GA,
,Thomas College,USA,ME,
,Thomas Edison State College,USA,NJ,
,Thomas Jefferson University,USA,PA,
,Thomas M. Cooley Law School,USA,MI,
,Thomas More College,USA,KY,
,The Thomas More College of Liberal Arts,USA,NH,
,Thunderbird School of Global Management,USA,AZ,
,Tiffin University,USA,OH,
,Toccoa Falls College,USA,GA,
,Tougaloo College,USA,MS,
,Touro College,USA,NY,
,Towson University,USA,MD,
,Transylvania University,USA,KY,
,Trevecca Nazarene University,USA,TN,
,Trine University,USA,IN,
,Trinity Bible College,USA,ND,
,Trinity Christian College,USA,IL,
,Trinity College,USA,CT,
,Trinity College of Nursing & Health Sciences,USA,IL,
,Trinity University,USA,DC,
,Trinity College of Florida,USA,FL,
,Trinity International University,USA,IL,
,Trinity Lutheran College,USA,WA,
,Trinity University,USA,TX,
,Troy University,USA,AL,
,Truett-McConnell College,USA,GA,
,Truman State University,USA,MO,
Tufts U.,Tufts University,USA,MA,Belmont
,TUI University,USA,CA,
,Tulane University,USA,LA,
,Tusculum College,USA,TN,
,Tuskegee University,USA,AL,
,Unification Theological Seminary,USA,NY,
,Uniformed Services University of the Health Sciences,USA,MD,
,Union College,USA,KY,
,Union College,USA,NE,
,Union College,USA,NY,
,Union Institute & University,USA,OH,
,Union Theological Seminary,USA,NY,
,Union University,USA,TN,
,United States Air Force Academy,USA,CO,
,United States Army Command & General Staff College,USA,KS,
,United States Army War College,USA,PA,
,United States Coast Guard Academy,USA,CT,
,United States Marine Corps University,USA,VA,
,United States Merchant Marine Academy,USA,NY,
,United States Military Academy,USA,NY,
US Naval Academy,United States Naval Academy,USA,MD,Annapolis
,United States Naval War College,USA,RI,
,United States Sports Academy,USA,AL,
,United Theological Seminary of the Twin Cities,USA,MN,
,Unity College,USA,ME,
,Universidad Central de Bayam??n,USA,PR,
,Universidad Central del Caribe,USA,PR,
,Universidad del Sagrado Coraz??n,USA,PR,
,Universidad Interamericana de Puerto Rico,USA,PR,
,Universidad Interamericana de Puerto Rico Aguadilla Campus,USA,PR,
,Universidad Interamericana de Puerto Rico Arecibo Campus,USA,PR,
,Universidad Interamericana de Puerto Rico Barranquitas Campus,USA,PR,
,Universidad Interamericana de Puerto Rico Bayam??n Campus,USA,PR,
,Universidad Interamericana de Puerto Rico Fajardo Campus,USA,PR,
,Universidad Interamericana de Puerto Rico Guayama Campus,USA,PR,
,Universidad Interamericana de Puerto Rico Metropolitan Campus,USA,PR,
,Universidad Interamericana de Puerto Rico Ponce Campus,USA,PR,
,Universidad Interamericana de Puerto Rico San Germ?­n Campus,USA,PR,
,Universidad Interamericana de Puerto Rico School of Law,USA,PR,
,Universidad Interamericana de Puerto Rico School of Optometry,USA,PR,
,University System of Maryland,USA,MD,
,Upper Iowa University,USA,IA,
,Urbana University,USA,OH,
,Ursinus College,USA,PA,
,Ursuline College,USA,OH,
,Utah State University,USA,UT,
,Utah Valley University,USA,UT,
,Utica College of Syracuse University,USA,NY,
,University of Advancing Technology,USA,AZ,
,University of Akron,USA,OH,
,University of Alabama,USA,AL,
,University of Alabamaƒ??Birmingham,USA,AL,
,University of Alabamaƒ??Huntsville,USA,AL,
U. Of Alaska; Fairbanks,University of Alaska System,USA,AK,Fairbanks
,University of Alaska System Anchorage,USA,AK,
,University of Alaska System Fairbanks,USA,AK,
,University of Alaska System Southeast,USA,AK,
,University of Arizona,USA,AZ,
,University of Arkansas,USA,AR,
,University of Arkansasƒ??Fort Smith,USA,AR,
,University of Arkansasƒ??Little Rock,USA,AR,
,University of Arkansas for Medical Sciences,USA,AR,
,University of Arkansasƒ??Monticello,USA,AR,
,University of Arkansasƒ??Pine Bluff,USA,AR,
,University of Arkansas System,USA,AR,
,University of Baltimore,USA,MD,
,University of Bridgeport,USA,CT,
UCB,University of Californiaƒ??Berkeley,USA,CA,Berkeley
UC-Davis,University of Californiaƒ??Davis,USA,CA,Davis
,University of California Hastings College of the Law,USA,CA,
,University of Californiaƒ??Irvine,USA,CA,
UCLA,University of Californiaƒ??Los Angeles,USA,CA,Los Angeles
,University of Californiaƒ??Merced,USA,CA,
,University of Californiaƒ??Riverside,USA,CA,
,University of Californiaƒ??San Diego,USA,CA,
,University of Californiaƒ??San Francisco,USA,CA,
,University of Californiaƒ??Santa Barbara,USA,CA,
,University of Californiaƒ??Santa Cruz,USA,CA,
,University of California System,USA,CA,
,University of Central Arkansas,USA,AR,
,University of Central Florida,USA,FL,
,University of Central Missouri,USA,MO,
,University of Central Oklahoma,USA,OK,
,University of Charleston,USA,WV,
,University of Chicago,USA,IL,
,University of Cincinnati,USA,OH,
,University of Coloradoƒ??Boulder,USA,CO,
,University of Coloradoƒ??Colorado Springs,USA,CO,
,University of Coloradoƒ??Denver,USA,CO,
,University of Colorado System,USA,CO,
,University of Connecticut,USA,CT,
,University of Dallas,USA,TX,
,University of Dayton,USA,OH,
,University of Delaware,USA,DE,
,University of Denver,USA,CO,
,University of the District of Columbia,USA,DC,
,University of Detroit Mercy,USA,MI,
,University of Dubuque,USA,IA,
,University of Evansville,USA,IN,
,The University of Findlay,USA,OH,
,University of Florida,USA,FL,
,University of Georgia,USA,GA,
,University of Great Falls,USA,MT,
,University of Guam,USA,GU,
,University of Hartford,USA,CT,
,University of Hawaiiƒ??Hilo,,,
,University of Hawaiiƒ??Manoa,,,
,University of Hawaii System,USA,HI,
,University of Hawaiiƒ??West O'ahu,,,
,University of Houston,USA,TX,
,University of Houstonƒ??Clear Lake,USA,TX,
,University of Houstonƒ??Downtown,USA,TX,
,University of Houstonƒ??Victoria,USA,TX,
,University of Idaho,USA,ID,
,University of Illinoisƒ??Chicago,USA,IL,
,University of Illinoisƒ??Springfield,USA,IL,
,University of Illinois System,USA,IL,
U. of Illinois at Urba,University of Illinoisƒ??Urbana-Champaign,USA,IL,Urbana
,University of Indianapolis,USA,IN,
U. Of Iowa,University of Iowa,USA,IA,Iowa City
,University of Kansas,USA,KS,
,University of Kansas Medical Center,USA,KS,
,University of Kentucky,USA,KY,
,University of La Verne,USA,CA,
,University of Louisianaƒ??Monroe,USA,LA,
,University of Louisianaƒ??Lafayette,USA,LA,
,University of Louisville,USA,KY,
,University of Maine,USA,ME,
,University of Maineƒ??Augusta,USA,ME,
,University of Maineƒ??Farmington,USA,ME,
,University of Maineƒ??Fort Kent,USA,ME,
,University of Maineƒ??Machias,USA,ME,
,University of Maineƒ??Presque Isle,USA,ME,
,University of Maine School of Law,USA,ME,
,University of Maine System,USA,ME,
,University of Mary,USA,ND,
,University of Mary Hardin-Baylor,USA,TX,
,University of Mary Washington,USA,VA,
,University of Marylandƒ??Baltimore,,,
,University of Marylandƒ??Baltimore County,,,
U. of Maryland Col.,University of Marylandƒ??College Park,USA,MD,College Park
,University of Marylandƒ??Eastern Shore,,,
,University of Marylandƒ??University College,,,
,University of Massachusettsƒ??Amherst,USA,MA,
,University of Massachusettsƒ??Boston,USA,MA,
,University of Massachusettsƒ??Dartmouth,USA,MA,
,University of Massachusettsƒ??Lowell,USA,MA,
,University of Massachusetts Medical School at Worcester,USA,MA,
,University of Massachusetts System,USA,MA,
,University of Medicine & Dentistry of New Jersey,USA,NJ,
,University of Memphis,USA,TN,
,University of Miami,USA,FL,
U. of Michigan; Ann Ar,University of Michigan,USA,MI,Ann Arbor
U. of Michigan; Dearbo,University of Michigan,USA,MI,Dearborn
,University of Michiganƒ??Dearborn,USA,MI,
,University of Michiganƒ??Flint,USA,MI,
,University of Minnesotaƒ??Crookston,USA,MN,
,University of Minnesotaƒ??Duluth,USA,MN,
,University of Minnesotaƒ??Morris,USA,MN,
,University of Minnesotaƒ??Twin Cities,USA,MN,
,University of Mississippi,USA,MS,
,University of Mississippi Medical Center,USA,MS,
U. Of Missouri; Rolla,University of Missouri,USA,MO,Rolla
,University of Missouriƒ??Kansas City,USA,MO,
,University of Missouriƒ??Saint Louis,USA,MO,
,University of Missouri System,USA,MO,
,University of Mobile,USA,AL,
,University of Montanaƒ??Missoula,USA,MT,
,University of Montanaƒ??Western,USA,MT,
,University of Montevallo,USA,AL,
,University of Nebraskaƒ??Kearney,USA,NE,
,University of Nebraskaƒ??Lincoln,USA,NE,
,University of Nebraska Medical Center,USA,NE,
,University of Nebraskaƒ??Omaha,USA,NE,
,University of Nebraska System,USA,NE,
,University of Nevadaƒ??Las Vegas,USA,NV,
U. of Nevada; Reno,University of Nevada at Reno,USA,NV,Reno
,University of New England,USA,ME,
,University of New Hampshire,USA,NH,
,University of New Hampshire at Manchester,USA,NH,
,University of New Hampshire School of Law,USA,NH,
,University of New Haven,USA,CT,
,University of New Mexico,USA,NM,
,University of New Orleans,USA,LA,
,University of North Alabama,USA,AL,
,University of North Carolinaƒ??Asheville,USA,NC,
,University of North Carolinaƒ??Chapel Hill,USA,NC,
,University of North Carolinaƒ??Charlotte,USA,NC,
,University of North Carolinaƒ??Greensboro,USA,NC,
,University of North Carolinaƒ??Pembroke,USA,NC,
,University of North Carolinaƒ??School of the Arts,USA,NC,
,University of North Carolinaƒ??Wilmington,USA,NC,
,University of North Dakota,USA,ND,
,University of North Florida,USA,FL,
,University of North Texas,USA,TX,
,University of North Texas Health Science Center,USA,TX,
,University of Northern California,USA,CA,
,University of Northern Colorado,USA,CO,
,University of Northern Iowa,USA,IA,
,University of Northwestern Ohio,USA,OH,
U. of Notre Dame,University of Notre Dame,USA,IN,Notre Dame
,University of Oklahoma,USA,OK,
,University of Oklahoma Health Sciences Center,USA,OK,
,University of Oregon,USA,OR,
,University of the Ozarks,USA,AR,
,Valdosta State University,USA,GA,
,Valley City State University,USA,ND,
,Valley Forge Christian College,USA,PA,
,Valparaiso University,USA,IN,
Vanderbilt U.,Vanderbilt University,USA,TN,Nashville
,VanderCook College of Music,USA,IL,
,Vanguard University of Southern California,USA,CA,
,Vassar College,USA,NY,
,Vaughn College of Aeronautics & Technology,USA,NY,
,Vermont Law School,USA,VT,
,Vermont Technical College,USA,VT,
,Villanova University,USA,PA,
,Vincennes University,USA,IN,
,Virginia Commonwealth University,USA,VA,
,Virginia Intermont College,USA,VA,
,Virginia Military Institute,USA,VA,
Virginia Polytech Inst & State,Virginia Polytechnic Institute and State University,USA,VA,Blacksburg
,Virginia State University,USA,VA,
,Virginia Union University,USA,VA,
,Virginia Wesleyan College,USA,VA,
,Viterbo University,USA,WI,
,Voorhees College,USA,SC,
,Wabash College,USA,IN,
,Wagner College,USA,NY,
Wake Forest U.,Wake Forest University,USA,NC,Winston-Salem
,Walden University,USA,MN,
,Waldorf College,USA,IA,
Walla Walla Col.,Walla Walla University,USA,WA,COLLEGE PLACE
,Walsh College,USA,MI,
,Walsh University,USA,OH,
,Warner Pacific College,USA,OR,
,Warner University,USA,FL,
,Warren Wilson College,USA,NC,
,Wartburg College,USA,IA,
,Wartburg Theological Seminary,USA,IA,
,Washburn University,USA,KS,
,Washington Bible College/Capital Bible Seminary,USA,MD,
,Washington & Jefferson College,USA,PA,
,Washington & Lee University,USA,VA,
,Washington Adventist University,USA,MD,
,Washington Bible College,USA,MD,
,Washington College,USA,MD,
,Washington State University,USA,WA,
,Washington State Universityƒ??Spokane,USA,WA,
,Washington State Universityƒ??Tri-Cities,USA,WA,
,Washington State Universityƒ??Vancouver,USA,WA,
,Washington Theological Union,USA,DC,
,Washington University in Saint Louis,USA,MO,
,Watkins College of Art Design & Film,USA,TN,
,Wayland Baptist University,USA,TX,
,Wayne State College,USA,NE,
,Wayne State University,USA,MI,
,Waynesburg College,USA,PA,
,Webb Institute,USA,NY,
,Webber International University,USA,FL,
,Weber State University,USA,UT,
,Webster University,USA,MO,
,Wellesley College,USA,MA,
,Wells College,USA,NY,
,Wentworth Institute of Technology,USA,MA,
,Wesley College,USA,DE,
,Wesley Theological Seminary,USA,DC,
,Wesleyan College,USA,GA,
,Wesleyan University,USA,CT,
,West Chester University of Pennsylvania,USA,PA,
,West Liberty State College,USA,WV,
,West Suburban College of Nursing,USA,IL,
,West Texas A&M University,USA,TX,
,West Virginia State University,USA,WV,
,West Virginia University,USA,WV,
,West Virginia University Institute of Technology,USA,WV,
,West Virginia University at Parkersburg,USA,WV,
,West Virginia Wesleyan College,USA,WV,
,Western Carolina University,USA,NC,
,Western Connecticut State University,USA,CT,
,Western Governors University,USA,UT,
,Western Illinois University,USA,IL,
,Western International University,USA,AZ,
,Western Kentucky University,USA,KY,
,Western Michigan University,USA,MI,
,Western New England College,USA,MA,
,Western New Mexico University,USA,NM,
,Western Oregon University,USA,OR,
,Western Seminary,USA,OR,
,Western State College of Colorado,USA,CO,
,Western State University College of Law,USA,CA,
,Western States Chiropractic College,USA,OR,
,Western University of Health Sciences,USA,CA,
,Western Washington University,USA,WA,
,Westfield State College,USA,MA,
,Westminster College,USA,PA,
,Westminster College,USA,MO,
,Westminster College,USA,UT,
,Westminster Theological Seminary,USA,PA,
,Westminster Seminary California,USA,CA,
,Westmont College,USA,CA,
,Wheaton College,USA,IL,
,Wheaton College,USA,MA,
,Wheeling Jesuit University,USA,WV,
,Wheelock College,USA,MA,
,Whitman College,USA,WA,
,Whittier College,USA,CA,
,Whitworth University,USA,WA,
,Wichita State University,USA,KS,
,Widener University,USA,PA,
,Wilberforce University,USA,OH,
,Wiley College,USA,TX,
,Wilkes University,USA,PA,
,Willamette University,USA,OR,
,William Carey College,USA,MS,
,William Howard Taft University,USA,CA,
,William Jessup University,USA,CA,
,William Jewell College,USA,MO,
,William Penn University,USA,IA,
,William Paterson University,USA,NJ,
,William Woods University,USA,MO,
,Williams Baptist College,USA,AR,
,Williams College,USA,MA,
,Wilmington University,USA,DE,
,Wilmington College,USA,OH,
,Wilson College,USA,PA,
,Wingate University,USA,NC,
,Winona State University,USA,MN,
,Winston-Salem State University,USA,NC,
,Winthrop University,USA,SC,
,Wisconsin Lutheran College,USA,WI,
,Wisconsin School of Professional Psychology,USA,WI,
,Wittenberg University,USA,OH,
,Wofford College,USA,SC,
,Woodbury University,USA,CA,
,Worcester Polytechnic Institute,USA,MA,
,Worcester State College,USA,MA,
,The Wright Institute,USA,CA,
,Wright State University,USA,OH,
